Frey_Onset,WIC_Files,Frey_MLAT,Frey_MLT,SH1,SH2,SH3,SH1_Files,SH2_Files,SH3_Files
2001-10-23 00:38:02,wic20012960038.idl,57.96,23.21,2001-10-23 00:37:05,2001-10-23 00:37:59,2001-10-23 00:38:53,vis2001296003705.idl,vis2001296003759.idl,vis2001296003853.idl
2001-10-23 03:19:39,wic20012960319.idl,60.55,21.74,2001-10-23 03:18:38,2001-10-23 03:19:32,2001-10-23 03:20:26,vis2001296031838.idl,vis2001296031932.idl,vis2001296032026.idl
2001-10-30 15:45:20,wic20013031545.idl,65.88,22.14,2001-10-30 15:43:19,2001-10-30 15:44:13,2001-10-30 15:45:49,vis2001303154319.idl,vis2001303154413.idl,vis2001303154549.idl
2001-10-31 10:00:38,wic20013041000.idl,69.45,22.73,2001-10-31 09:58:53,2001-10-31 09:59:47,2001-10-31 10:00:41,vis2001304095853.idl,vis2001304095947.idl,vis2001304100041.idl
2001-10-31 11:04:04,wic20013041104.idl,69.07,23.9,2001-10-31 11:02:36,2001-10-31 11:03:30,2001-10-31 11:04:24,vis2001304110236.idl,vis2001304110330.idl,vis2001304110424.idl
2001-11-01 07:45:10,wic20013050745.idl,65.65,20.01,2001-11-01 07:43:26,2001-11-01 07:44:20,2001-11-01 07:45:14,vis2001305074326.idl,vis2001305074420.idl,vis2001305074514.idl
2001-11-04 07:37:45,wic20013080737.idl,68.33,23.39,2001-11-04 07:35:20,2001-11-04 07:36:14,2001-11-04 07:37:50,vis2001308073520.idl,vis2001308073614.idl,vis2001308073750.idl
2001-11-04 10:13:19,wic20013081013.idl,64.88,0.05,2001-11-04 10:11:31,2001-11-04 10:12:25,2001-11-04 10:13:19,vis2001308101131.idl,vis2001308101225.idl,vis2001308101319.idl
2001-11-04 10:54:15,wic20013081054.idl,67.31,20.92,2001-11-04 10:52:50,2001-11-04 10:53:44,2001-11-04 10:54:38,vis2001308105250.idl,vis2001308105344.idl,vis2001308105438.idl
2001-11-05 20:02:39,wic20013092002.idl,59.6,0.05,2001-11-05 20:00:55,2001-11-05 20:01:50,2001-11-05 20:03:26,vis2001309200055.idl,vis2001309200150.idl,vis2001309200326.idl
2001-11-06 15:18:10,wic20013101518.idl,58.24,21.25,2001-11-06 15:15:40,2001-11-06 15:16:33,2001-11-06 15:18:10,vis2001310151540.idl,vis2001310151633.idl,vis2001310151810.idl
2001-11-06 16:54:22,wic20013101654.idl,61.25,2.53,2001-11-06 16:53:01,2001-11-06 16:53:55,2001-11-06 16:54:48,vis2001310165301.idl,vis2001310165355.idl,vis2001310165448.idl
2001-11-07 09:48:08,wic20013110948.idl,67.44,23.3,2001-11-07 09:46:52,2001-11-07 09:47:46,2001-11-07 09:49:23,vis2001311094652.idl,vis2001311094746.idl,vis2001311094923.idl
2001-11-07 11:32:33,wic20013111132.idl,67.46,23.98,2001-11-07 11:31:19,2001-11-07 11:32:14,2001-11-07 11:33:50,vis2001311113119.idl,vis2001311113214.idl,vis2001311113350.idl
2001-11-08 01:07:47,wic20013120107.idl,67.38,23.73,2001-11-08 01:06:24,2001-11-08 01:07:18,2001-11-08 01:08:12,vis2001312010624.idl,vis2001312010718.idl,vis2001312010812.idl
2001-11-08 04:26:19,wic20013120426.idl,67.3,0.86,2001-11-08 04:24:23,2001-11-08 04:25:18,2001-11-08 04:26:54,vis2001312042423.idl,vis2001312042518.idl,vis2001312042654.idl
2001-11-09 17:29:06,wic20013131729.idl,67.99,22.86,2001-11-09 17:27:20,2001-11-09 17:28:14,2001-11-09 17:29:50,vis2001313172720.idl,vis2001313172814.idl,vis2001313172950.idl
2001-11-10 11:38:49,wic20013141138.idl,68.87,0.11,2001-11-10 11:37:26,2001-11-10 11:38:20,2001-11-10 11:39:14,vis2001314113726.idl,vis2001314113820.idl,vis2001314113914.idl
2001-11-15 17:20:40,wic20013191720.idl,64.02,23.51,2001-11-15 17:19:37,2001-11-15 17:20:31,2001-11-15 17:21:25,vis2001319171937.idl,vis2001319172031.idl,vis2001319172125.idl
2001-11-22 16:52:19,wic20013261652.idl,68.91,23.26,2001-11-22 16:50:27,2001-11-22 16:52:03,2001-11-22 16:52:57,vis2001326165027.idl,vis2001326165203.idl,vis2001326165257.idl
2001-11-23 09:50:48,wic20013270950.idl,65.95,22.49,2001-11-23 09:49:50,2001-11-23 09:50:44,2001-11-23 09:51:38,vis2001327094950.idl,vis2001327095044.idl,vis2001327095138.idl
2001-11-24 04:11:14,wic20013280411.idl,67.77,22.72,2001-11-24 04:08:45,2001-11-24 04:09:40,2001-11-24 04:11:16,vis2001328040845.idl,vis2001328040940.idl,vis2001328041116.idl
2001-12-04 00:07:56,wic20013380007.idl,63.76,22.52,2001-12-04 00:06:25,2001-12-04 00:07:19,2001-12-04 00:08:13,vis2001338000625.idl,vis2001338000719.idl,vis2001338000813.idl
2001-12-04 19:26:06,wic20013381926.idl,63.35,23.93,2001-12-04 19:24:57,2001-12-04 19:25:52,2001-12-04 19:26:46,vis2001338192457.idl,vis2001338192552.idl,vis2001338192646.idl
2001-12-06 08:22:41,wic20013400822.idl,68.06,21.61,2001-12-06 08:21:35,2001-12-06 08:22:29,2001-12-06 08:23:23,vis2001340082135.idl,vis2001340082229.idl,vis2001340082323.idl
2001-12-06 10:17:25,wic20013401017.idl,63.74,23.2,2001-12-06 10:14:56,2001-12-06 10:16:32,2001-12-06 10:17:26,vis2001340101456.idl,vis2001340101632.idl,vis2001340101726.idl
2001-12-09 11:02:40,wic20013431102.idl,67.84,23.79,2001-12-09 11:01:20,2001-12-09 11:02:14,2001-12-09 11:03:08,vis2001343110120.idl,vis2001343110214.idl,vis2001343110308.idl
2001-12-10 02:00:45,wic20013440200.idl,68.79,0.77,2001-12-10 01:59:27,2001-12-10 02:00:21,2001-12-10 02:01:15,vis2001344015927.idl,vis2001344020021.idl,vis2001344020115.idl
2001-12-12 08:35:34,wic20013460835.idl,68.08,21.18,2001-12-12 08:34:21,2001-12-12 08:35:15,2001-12-12 08:36:51,vis2001346083421.idl,vis2001346083515.idl,vis2001346083651.idl
2001-12-12 09:37:03,wic20013460937.idl,62.85,20.55,2001-12-12 09:35:39,2001-12-12 09:36:33,2001-12-12 09:37:27,vis2001346093539.idl,vis2001346093633.idl,vis2001346093727.idl
2001-12-12 12:35:20,wic20013461235.idl,62.59,22.48,2001-12-12 12:34:14,2001-12-12 12:35:09,2001-12-12 12:36:03,vis2001346123414.idl,vis2001346123509.idl,vis2001346123603.idl
2001-12-14 18:17:04,wic20013481817.idl,67.49,1.63,2001-12-14 18:14:48,2001-12-14 18:15:42,2001-12-14 18:17:18,vis2001348181448.idl,vis2001348181542.idl,vis2001348181718.idl
2001-12-14 19:04:12,wic20013481904.idl,67.17,22.77,2001-12-14 19:01:44,2001-12-14 19:02:37,2001-12-14 19:04:13,vis2001348190144.idl,vis2001348190237.idl,vis2001348190413.idl
2001-12-15 13:27:17,wic20013491327.idl,63.39,22.54,2001-12-15 13:26:19,2001-12-15 13:27:13,2001-12-15 13:28:07,vis2001349132619.idl,vis2001349132713.idl,vis2001349132807.idl
2001-12-20 18:31:34,wic20013541831.idl,67.98,22.61,2001-12-20 18:30:17,2001-12-20 18:31:12,2001-12-20 18:32:06,vis2001354183017.idl,vis2001354183112.idl,vis2001354183206.idl
2001-12-20 21:15:30,wic20013542115.idl,68.34,23.44,2001-12-20 21:13:46,2001-12-20 21:15:22,2001-12-20 21:16:16,vis2001354211346.idl,vis2001354211522.idl,vis2001354211616.idl
2001-12-22 07:37:08,wic20013560737.idl,67.07,3.12,2001-12-22 07:35:12,2001-12-22 07:36:06,2001-12-22 07:37:42,vis2001356073512.idl,vis2001356073606.idl,vis2001356073742.idl
2001-12-22 10:10:50,wic20013561010.idl,65.41,21.39,2001-12-22 10:09:40,2001-12-22 10:10:34,2001-12-22 10:11:28,vis2001356100940.idl,vis2001356101034.idl,vis2001356101128.idl
2001-12-23 01:13:17,wic20013570113.idl,69.13,0.01,2001-12-23 01:10:35,2001-12-23 01:11:29,2001-12-23 01:17:29,vis2001357011035.idl,vis2001357011129.idl,vis2001357011729.idl
2001-12-23 03:55:13,wic20013570355.idl,70.67,22.41,2001-12-23 03:53:03,2001-12-23 03:53:57,2001-12-23 03:55:33,vis2001357035303.idl,vis2001357035357.idl,vis2001357035533.idl
2001-12-25 10:10:25,wic20013591010.idl,68.4,21.23,2001-12-25 10:08:44,2001-12-25 10:09:38,2001-12-25 10:10:32,vis2001359100844.idl,vis2001359100938.idl,vis2001359101032.idl
2002-01-02 19:36:38,wic20020021936.idl,66.38,22.76,2002-01-02 19:34:13,2002-01-02 19:35:49,2002-01-02 19:36:42,vis2002002193413.idl,vis2002002193549.idl,vis2002002193642.idl
2002-01-03 13:12:55,wic20020031312.idl,68.97,0.29,2002-01-03 13:11:36,2002-01-03 13:12:29,2002-01-03 13:14:06,vis2002003131136.idl,vis2002003131229.idl,vis2002003131406.idl
2002-01-04 10:21:05,wic20020041021.idl,68.97,21.59,2002-01-04 10:19:54,2002-01-04 10:20:48,2002-01-04 10:21:42,vis2002004101954.idl,vis2002004102048.idl,vis2002004102142.idl
2002-01-05 01:07:18,wic20020050107.idl,69.2,23.95,2002-01-05 01:05:36,2002-01-05 01:06:30,2002-01-05 01:07:24,vis2002005010536.idl,vis2002005010630.idl,vis2002005010724.idl
2002-01-05 20:05:42,wic20020052005.idl,68.79,0.34,2002-01-05 20:04:26,2002-01-05 20:05:20,2002-01-05 20:06:14,vis2002005200426.idl,vis2002005200520.idl,vis2002005200614.idl
2002-01-07 09:11:50,wic20020070911.idl,66.8,23.94,2002-01-07 09:10:23,2002-01-07 09:11:17,2002-01-07 09:12:11,vis2002007091023.idl,vis2002007091117.idl,vis2002007091211.idl
2002-01-08 01:13:57,wic20020080113.idl,68.89,0.26,2002-01-08 01:12:33,2002-01-08 01:13:28,2002-01-08 01:14:22,vis2002008011233.idl,vis2002008011328.idl,vis2002008011422.idl
2002-01-09 16:08:49,wic20020091608.idl,70.53,22.73,2002-01-09 16:07:09,2002-01-09 16:08:03,2002-01-09 16:08:57,vis2002009160709.idl,vis2002009160803.idl,vis2002009160857.idl
2002-01-10 08:02:43,wic20020100802.idl,67.44,0.61,2002-01-10 08:01:02,2002-01-10 08:01:56,2002-01-10 08:02:50,vis2002010080102.idl,vis2002010080156.idl,vis2002010080250.idl
2002-01-10 12:04:39,wic20020101204.idl,62.55,23.86,2002-01-10 12:02:32,2002-01-10 12:03:26,2002-01-10 12:05:02,vis2002010120232.idl,vis2002010120326.idl,vis2002010120502.idl
2002-01-12 16:19:44,wic20020121619.idl,65.04,0.44,2002-01-12 16:18:25,2002-01-12 16:19:19,2002-01-12 16:20:55,vis2002012161825.idl,vis2002012161919.idl,vis2002012162055.idl
2002-01-12 17:10:58,wic20020121710.idl,68.9,21.68,2002-01-12 17:09:15,2002-01-12 17:10:09,2002-01-12 17:11:03,vis2002012170915.idl,vis2002012171009.idl,vis2002012171103.idl
2002-01-13 11:22:19,wic20020131122.idl,65.48,22.45,2002-01-13 11:20:10,2002-01-13 11:21:46,2002-01-13 11:22:40,vis2002013112010.idl,vis2002013112146.idl,vis2002013112240.idl
2002-01-17 23:50:27,wic20020172350.idl,65.71,0.59,2002-01-17 23:48:55,2002-01-17 23:49:49,2002-01-17 23:50:43,vis2002017234855.idl,vis2002017234949.idl,vis2002017235043.idl
2002-01-18 02:42:40,wic20020180242.idl,68.09,21.52,2002-01-18 02:41:42,2002-01-18 02:42:36,2002-01-18 02:43:30,vis2002018024142.idl,vis2002018024236.idl,vis2002018024330.idl
2002-01-19 12:45:55,wic20020191245.idl,63.67,23.09,2002-01-19 12:44:54,2002-01-19 12:45:47,2002-01-19 12:46:41,vis2002019124454.idl,vis2002019124547.idl,vis2002019124641.idl
2002-01-20 10:16:43,wic20020201016.idl,66.29,23.96,2002-01-20 10:15:01,2002-01-20 10:15:55,2002-01-20 10:16:49,vis2002020101501.idl,vis2002020101555.idl,vis2002020101649.idl
2002-01-21 02:16:51,wic20020210216.idl,63.25,1.35,2002-01-21 02:15:16,2002-01-21 02:16:11,2002-01-21 02:17:05,vis2002021021516.idl,vis2002021021611.idl,vis2002021021705.idl
2002-01-21 19:51:18,wic20020211951.idl,63.68,1.45,2002-01-21 19:48:53,2002-01-21 19:49:47,2002-01-21 19:51:23,vis2002021194853.idl,vis2002021194947.idl,vis2002021195123.idl
2002-01-21 21:39:56,wic20020212139.idl,66.94,0.12,2002-01-21 21:38:39,2002-01-21 21:39:33,2002-01-21 21:40:26,vis2002021213839.idl,vis2002021213933.idl,vis2002021214026.idl
2002-01-24 04:33:02,wic20020240433.idl,65.58,2.67,2002-01-24 04:31:39,2002-01-24 04:32:33,2002-01-24 04:33:27,vis2002024043139.idl,vis2002024043233.idl,vis2002024043327.idl
2002-01-24 20:41:20,wic20020242041.idl,69.37,23.26,2002-01-24 20:39:19,2002-01-24 20:41:01,2002-01-24 20:41:55,vis2002024203919.idl,vis2002024204101.idl,vis2002024204155.idl
2002-01-26 09:43:33,wic20020260943.idl,67.19,23.57,2002-01-26 09:41:59,2002-01-26 09:42:53,2002-01-26 09:43:47,vis2002026094159.idl,vis2002026094253.idl,vis2002026094347.idl
2002-01-27 04:48:12,wic20020270448.idl,70.45,21.58,2002-01-27 04:46:57,2002-01-27 04:47:51,2002-01-27 04:48:45,vis2002027044657.idl,vis2002027044751.idl,vis2002027044845.idl
2002-01-27 21:12:48,wic20020272112.idl,67.55,1.78,2002-01-27 21:10:50,2002-01-27 21:11:44,2002-01-27 21:13:26,vis2002027211050.idl,vis2002027211144.idl,vis2002027211326.idl
2002-01-28 16:55:02,wic20020281655.idl,67.85,23.81,2002-01-28 16:54:00,2002-01-28 16:54:54,2002-01-28 16:55:48,vis2002028165400.idl,vis2002028165454.idl,vis2002028165548.idl
2002-01-29 09:48:27,wic20020290948.idl,69.87,21.33,2002-01-29 09:46:36,2002-01-29 09:47:30,2002-01-29 09:49:12,vis2002029094636.idl,vis2002029094730.idl,vis2002029094912.idl
2002-01-31 00:51:35,wic20020310051.idl,67.42,23.86,2002-01-31 00:50:18,2002-01-31 00:51:13,2002-01-31 00:52:07,vis2002031005018.idl,vis2002031005113.idl,vis2002031005207.idl
2002-02-01 11:11:10,wic20020321111.idl,62.52,0.29,2002-02-01 11:09:12,2002-02-01 11:10:54,2002-02-01 11:11:48,vis2002032110912.idl,vis2002032111054.idl,vis2002032111148.idl
2002-02-01 12:55:43,wic20020321255.idl,63.31,0.39,2002-02-01 12:53:09,2002-02-01 12:54:03,2002-02-01 12:55:45,vis2002032125309.idl,vis2002032125403.idl,vis2002032125545.idl
2002-02-02 10:18:16,wic20020331018.idl,59.46,1.16,2002-02-02 10:14:28,2002-02-02 10:15:22,2002-02-02 10:19:16,vis2002033101428.idl,vis2002033101522.idl,vis2002033101916.idl
2002-02-03 01:51:40,wic20020340151.idl,64.25,23.21,2002-02-03 01:48:12,2002-02-03 01:49:06,2002-02-03 01:53:00,vis2002034014812.idl,vis2002034014906.idl,vis2002034015300.idl
2002-02-03 03:40:20,wic20020340340.idl,67.81,23.34,2002-02-03 03:38:04,2002-02-03 03:38:58,2002-02-03 03:40:40,vis2002034033804.idl,vis2002034033858.idl,vis2002034034040.idl
2002-02-06 19:04:03,wic20020371904.idl,65.88,23.58,2002-02-06 19:02:27,2002-02-06 19:03:21,2002-02-06 19:04:15,vis2002037190227.idl,vis2002037190321.idl,vis2002037190415.idl
2002-02-08 09:19:51,wic20020390919.idl,65.83,22.47,2002-02-08 09:18:32,2002-02-08 09:19:28,2002-02-08 09:20:22,vis2002039091832.idl,vis2002039091928.idl,vis2002039092022.idl
2002-02-08 10:41:51,wic20020391041.idl,70.19,22.62,2002-02-08 10:40:23,2002-02-08 10:41:17,2002-02-08 10:42:11,vis2002039104023.idl,vis2002039104117.idl,vis2002039104211.idl
2002-02-09 02:23:25,wic20020400223.idl,68.7,21.92,2002-02-09 02:21:02,2002-02-09 02:21:56,2002-02-09 02:28:02,vis2002040022102.idl,vis2002040022156.idl,vis2002040022802.idl
2002-02-09 08:05:40,wic20020400805.idl,67.94,22.71,2002-02-09 08:04:13,2002-02-09 08:05:07,2002-02-09 08:06:49,vis2002040080413.idl,vis2002040080507.idl,vis2002040080649.idl
2002-02-11 11:29:16,wic20020421129.idl,64.56,23.54,2002-02-11 11:27:46,2002-02-11 11:28:40,2002-02-11 11:29:34,vis2002042112746.idl,vis2002042112840.idl,vis2002042112934.idl
2002-02-12 05:21:59,wic20020430521.idl,64.73,23.44,2002-02-12 05:20:34,2002-02-12 05:21:28,2002-02-12 05:22:22,vis2002043052034.idl,vis2002043052128.idl,vis2002043052222.idl
2002-02-12 06:17:18,wic20020430617.idl,66.14,23.39,2002-02-12 06:15:42,2002-02-12 06:16:36,2002-02-12 06:17:30,vis2002043061542.idl,vis2002043061636.idl,vis2002043061730.idl
2002-02-13 16:14:40,wic20020441614.idl,63.86,21.26,2002-02-13 16:13:27,2002-02-13 16:14:21,2002-02-13 16:15:15,vis2002044161327.idl,vis2002044161421.idl,vis2002044161515.idl
2002-02-14 13:05:39,wic20020451305.idl,67.74,22.32,2002-02-14 13:03:02,2002-02-14 13:03:56,2002-02-14 13:05:39,vis2002045130302.idl,vis2002045130356.idl,vis2002045130539.idl
2002-02-15 05:58:47,wic20020460558.idl,70.26,22.72,2002-02-15 05:56:54,2002-02-15 05:58:36,2002-02-15 05:59:30,vis2002046055654.idl,vis2002046055836.idl,vis2002046055930.idl
2002-02-16 02:07:21,wic20020470207.idl,68.27,23.15,2002-02-16 02:05:40,2002-02-16 02:06:34,2002-02-16 02:07:28,vis2002047020540.idl,vis2002047020634.idl,vis2002047020728.idl
2002-02-19 20:13:58,wic20020502013.idl,65.72,22.28,2002-02-19 20:12:28,2002-02-19 20:13:22,2002-02-19 20:14:16,vis2002050201228.idl,vis2002050201322.idl,vis2002050201416.idl
2002-02-22 02:29:03,wic20020530229.idl,64.66,0.84,2002-02-22 02:28:03,2002-02-22 02:28:57,2002-02-22 02:29:51,vis2002053022803.idl,vis2002053022857.idl,vis2002053022951.idl
2002-02-24 08:33:47,wic20020550833.idl,66.37,0.06,2002-02-24 08:31:59,2002-02-24 08:32:53,2002-02-24 08:33:47,vis2002055083159.idl,vis2002055083253.idl,vis2002055083347.idl
2002-02-24 09:35:15,wic20020550935.idl,67.15,22.85,2002-02-24 09:33:24,2002-02-24 09:34:18,2002-02-24 09:36:00,vis2002055093324.idl,vis2002055093418.idl,vis2002055093600.idl
2002-02-24 11:32:05,wic20020551132.idl,66.2,22.3,2002-02-24 11:30:45,2002-02-24 11:31:39,2002-02-24 11:32:33,vis2002055113045.idl,vis2002055113139.idl,vis2002055113233.idl
2002-02-25 07:52:03,wic20020560752.idl,65.9,22.95,2002-02-25 07:49:58,2002-02-25 07:51:39,2002-02-25 07:52:33,vis2002056074958.idl,vis2002056075139.idl,vis2002056075233.idl
2002-02-27 12:53:06,wic20020581253.idl,66.67,23.08,2002-02-27 12:51:41,2002-02-27 12:52:35,2002-02-27 12:53:29,vis2002058125141.idl,vis2002058125235.idl,vis2002058125329.idl
2002-02-28 04:58:56,wic20020590458.idl,67.01,22.5,2002-02-28 04:56:33,2002-02-28 04:58:15,2002-02-28 04:59:09,vis2002059045633.idl,vis2002059045815.idl,vis2002059045909.idl
2002-03-03 06:01:06,wic20020620601.idl,55.42,1.47,2002-03-03 05:59:47,2002-03-03 06:00:41,2002-03-03 06:01:35,vis2002062055947.idl,vis2002062060041.idl,vis2002062060135.idl
2002-03-04 02:29:46,wic20020630229.idl,63.25,0.61,2002-03-04 02:28:01,2002-03-04 02:28:55,2002-03-04 02:29:49,vis2002063022801.idl,vis2002063022855.idl,vis2002063022949.idl
2002-03-04 19:57:28,wic20020631957.idl,63.65,22.67,2002-03-04 19:56:10,2002-03-04 19:57:04,2002-03-04 19:57:59,vis2002063195610.idl,vis2002063195704.idl,vis2002063195759.idl
2002-03-05 11:55:00,wic20020641155.idl,66.17,20.87,2002-03-05 11:53:12,2002-03-05 11:54:06,2002-03-05 11:55:00,vis2002064115312.idl,vis2002064115406.idl,vis2002064115500.idl
2002-03-05 14:04:04,wic20020641404.idl,64.04,21.93,2002-03-05 14:03:03,2002-03-05 14:03:56,2002-03-05 14:05:39,vis2002064140303.idl,vis2002064140356.idl,vis2002064140539.idl
2002-03-07 18:50:07,wic20020661850.idl,66.82,23.04,2002-03-07 18:47:36,2002-03-07 18:48:30,2002-03-07 18:50:12,vis2002066184736.idl,vis2002066184830.idl,vis2002066185012.idl
2002-04-11 08:19:54,wic20021010819.idl,66.55,23.8,2002-04-11 08:18:11,2002-04-11 08:19:05,2002-04-11 08:19:59,vis2002101081811.idl,vis2002101081905.idl,vis2002101081959.idl
2002-04-18 05:30:42,wic20021080530.idl,59.14,22.8,2002-04-18 05:29:15,2002-04-18 05:30:09,2002-04-18 05:31:03,vis2002108052915.idl,vis2002108053009.idl,vis2002108053103.idl
2002-04-27 09:21:01,wic20021170921.idl,67.26,22.25,2002-04-27 09:19:41,2002-04-27 09:20:36,2002-04-27 09:21:30,vis2002117091941.idl,vis2002117092036.idl,vis2002117092130.idl
2002-06-03 18:56:27,wic20021541856.idl,65.58,0.62,2002-06-03 18:55:06,2002-06-03 18:56:00,2002-06-03 18:56:54,vis2002154185506.idl,vis2002154185600.idl,vis2002154185654.idl
2002-06-06 02:04:16,wic20021570204.idl,67.67,22.54,2002-06-06 02:02:59,2002-06-06 02:03:53,2002-06-06 02:04:47,vis2002157020259.idl,vis2002157020353.idl,vis2002157020447.idl
2002-06-12 22:51:16,wic20021632251.idl,68.56,22.24,2002-06-12 22:49:39,2002-06-12 22:50:33,2002-06-12 22:51:27,vis2002163224939.idl,vis2002163225033.idl,vis2002163225127.idl
2002-06-19 01:55:52,wic20021700155.idl,68.77,19.59,2002-06-19 01:54:07,2002-06-19 01:55:01,2002-06-19 01:55:55,vis2002170015407.idl,vis2002170015501.idl,vis2002170015555.idl
2002-07-18 01:58:34,wic20021990158.idl,67.22,21.84,2002-07-18 01:57:34,2002-07-18 01:58:28,2002-07-18 01:59:22,vis2002199015734.idl,vis2002199015828.idl,vis2002199015922.idl
2002-10-09 17:35:42,wic20022821735.idl,62.55,0.09,2002-10-09 17:34:25,2002-10-09 17:35:19,2002-10-09 17:37:01,vis2002282173425.idl,vis2002282173519.idl,vis2002282173701.idl
2002-10-16 18:32:50,wic20022891832.idl,64.56,21.97,2002-10-16 18:31:07,2002-10-16 18:32:01,2002-10-16 18:33:49,vis2002289183107.idl,vis2002289183201.idl,vis2002289183349.idl
2002-10-17 14:16:44,wic20022901416.idl,65.68,0.17,2002-10-17 14:14:56,2002-10-17 14:15:50,2002-10-17 14:17:38,vis2002290141456.idl,vis2002290141550.idl,vis2002290141738.idl
2002-10-18 03:02:20,wic20022910302.idl,64.61,0.23,2002-10-18 02:58:32,2002-10-18 03:01:38,2002-10-18 03:03:26,vis2002291025832.idl,vis2002291030138.idl,vis2002291030326.idl
2002-10-19 19:05:41,wic20022921905.idl,65.1,19.93,2002-10-19 19:04:16,2002-10-19 19:05:10,2002-10-19 19:06:04,vis2002292190416.idl,vis2002292190510.idl,vis2002292190604.idl
2002-10-19 20:54:25,wic20022922054.idl,66.13,23.81,2002-10-19 20:52:27,2002-10-19 20:54:15,2002-10-19 20:55:09,vis2002292205227.idl,vis2002292205415.idl,vis2002292205509.idl
2002-10-22 19:22:32,wic20022951922.idl,63.83,23.37,2002-10-22 19:20:45,2002-10-22 19:21:39,2002-10-22 19:23:27,vis2002295192045.idl,vis2002295192139.idl,vis2002295192327.idl
2002-10-22 20:03:34,wic20022952003.idl,67.8,22.78,2002-10-22 20:01:19,2002-10-22 20:02:13,2002-10-22 20:04:01,vis2002295200119.idl,vis2002295200213.idl,vis2002295200401.idl
2002-10-23 10:58:28,wic20022961058.idl,68.11,23.43,2002-10-23 10:56:16,2002-10-23 10:58:06,2002-10-23 10:59:00,vis2002296105616.idl,vis2002296105806.idl,vis2002296105900.idl
2002-10-24 11:18:01,wic20022971118.idl,62.01,19.2,2002-10-24 11:16:49,2002-10-24 11:17:44,2002-10-24 11:18:38,vis2002297111649.idl,vis2002297111744.idl,vis2002297111838.idl
2002-10-24 13:58:03,wic20022971358.idl,60.06,21.83,2002-10-24 13:56:24,2002-10-24 13:57:19,2002-10-24 13:58:13,vis2002297135624.idl,vis2002297135719.idl,vis2002297135813.idl
2002-10-25 20:29:00,wic20022982029.idl,64.47,1.22,2002-10-25 20:27:41,2002-10-25 20:28:35,2002-10-25 20:29:29,vis2002298202741.idl,vis2002298202835.idl,vis2002298202929.idl
2002-10-28 03:58:47,wic20023010358.idl,65.85,1.81,2002-10-28 03:56:05,2002-10-28 03:56:59,2002-10-28 03:58:48,vis2002301035605.idl,vis2002301035659.idl,vis2002301035848.idl
2002-10-28 04:58:17,wic20023010458.idl,67.58,22.88,2002-10-28 04:56:54,2002-10-28 04:57:48,2002-10-28 04:58:42,vis2002301045654.idl,vis2002301045748.idl,vis2002301045842.idl
2002-10-28 20:13:50,wic20023012013.idl,62.78,22.8,2002-10-28 20:12:06,2002-10-28 20:13:00,2002-10-28 20:13:54,vis2002301201206.idl,vis2002301201300.idl,vis2002301201354.idl
2002-10-31 05:40:55,wic20023040540.idl,63.36,23.81,2002-10-31 05:39:53,2002-10-31 05:40:47,2002-10-31 05:41:41,vis2002304053953.idl,vis2002304054047.idl,vis2002304054141.idl
2002-11-02 10:39:35,wic20023061039.idl,65.31,23.99,2002-11-02 10:36:54,2002-11-02 10:38:42,2002-11-02 10:39:36,vis2002306103654.idl,vis2002306103842.idl,vis2002306103936.idl
2002-11-02 13:56:34,wic20023061356.idl,60.33,22.37,2002-11-02 13:55:15,2002-11-02 13:56:10,2002-11-02 13:57:04,vis2002306135515.idl,vis2002306135610.idl,vis2002306135704.idl
2002-11-03 04:10:47,wic20023070410.idl,63.33,19.28,2002-11-03 04:09:34,2002-11-03 04:10:28,2002-11-03 04:11:22,vis2002307040934.idl,vis2002307041028.idl,vis2002307041122.idl
2002-11-04 19:18:04,wic20023081918.idl,61.46,0.82,2002-11-04 19:16:50,2002-11-04 19:17:44,2002-11-04 19:18:38,vis2002308191650.idl,vis2002308191744.idl,vis2002308191838.idl
2002-11-04 22:02:16,wic20023082202.idl,62.69,22.38,2002-11-04 22:00:56,2002-11-04 22:01:50,2002-11-04 22:02:44,vis2002308220056.idl,vis2002308220150.idl,vis2002308220244.idl
2002-11-05 11:12:56,wic20023091112.idl,68.91,21.02,2002-11-05 11:08:18,2002-11-05 11:12:19,2002-11-05 11:13:13,vis2002309110818.idl,vis2002309111219.idl,vis2002309111313.idl
2002-11-06 04:29:48,wic20023100429.idl,64.83,23.23,2002-11-06 04:28:52,2002-11-06 04:29:46,2002-11-06 04:30:40,vis2002310042852.idl,vis2002310042946.idl,vis2002310043040.idl
2002-11-07 21:32:27,wic20023112132.idl,63.94,22.29,2002-11-07 21:29:50,2002-11-07 21:31:38,2002-11-07 21:32:32,vis2002311212950.idl,vis2002311213138.idl,vis2002311213232.idl
2002-11-08 11:38:38,wic20023121138.idl,67.82,22.86,2002-11-08 11:37:32,2002-11-08 11:38:26,2002-11-08 11:40:14,vis2002312113732.idl,vis2002312113826.idl,vis2002312114014.idl
2002-11-10 05:45:01,wic20023140545.idl,62.73,0.77,2002-11-10 05:43:14,2002-11-10 05:44:08,2002-11-10 05:45:02,vis2002314054314.idl,vis2002314054408.idl,vis2002314054502.idl
2002-11-10 18:16:52,wic20023141816.idl,67.35,0.1,2002-11-10 18:15:04,2002-11-10 18:15:58,2002-11-10 18:16:52,vis2002314181504.idl,vis2002314181558.idl,vis2002314181652.idl
